Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Great War at Sea: U.S. Navy Plan Black,5.546,6.76,84,,1999.0,2.45,2.0,4.0,120.0,120.0,12.0,Wargames,
Star Trek: Attack Wing – Federation vs. Klingons Starter Set,5.546,8.56,38,,2017.0,3.0,2.0,99.0,60.0,60.0,14.0,,
Elixir,5.546,5.98,310,,1987.0,1.41,2.0,4.0,60.0,60.0,6.0,Family,
Conan Collectible Card Game,5.546,7.06,113,,2006.0,2.72,2.0,9.0,30.0,30.0,12.0,Customizable,
Cherokee,5.546,5.92,270,,2011.0,1.83,2.0,4.0,30.0,30.0,10.0,Family,
Gekitai,5.546,8.01,41,,2020.0,1.33,2.0,2.0,5.0,20.0,8.0,Abstract,
1847: Pfalz,5.546,7.14,56,,1990.0,3.6,3.0,5.0,180.0,180.0,14.0,,
The Broadway Game,5.546,6.42,126,,1981.0,2.31,2.0,6.0,120.0,120.0,12.0,,
"Par le feu, le fer et la Foi",5.546,7.52,55,,2014.0,3.25,2.0,2.0,120.0,120.0,14.0,Wargames,
GoTown,5.546,6.01,303,,2017.0,1.4,2.0,4.0,20.0,20.0,6.0,Family,
Gauner raus!,5.546,6.68,97,,2016.0,3.0,2.0,4.0,30.0,60.0,10.0,,
SWAT!,5.546,6.03,201,,2010.0,1.13,2.0,7.0,30.0,30.0,7.0,Family,
"War in the East: The Russo-German Conflict, 1941-45 (Second Edition)",5.546,7.31,59,,1976.0,3.55,2.0,2.0,480.0,480.0,12.0,Wargames,
King Of The Hill: The Dwarf Throne,5.546,6.74,90,,2016.0,2.0,2.0,5.0,30.0,75.0,10.0,,
Quatre Bras: Stalemate on the Brussels Road,5.546,6.98,67,,1976.0,2.0,2.0,2.0,120.0,120.0,14.0,Wargames,
The Stars Align,5.546,7.1,64,,2018.0,1.0,2.0,2.0,15.0,30.0,6.0,Abstract,
New York Central,5.546,6.6,84,,2006.0,2.0,3.0,5.0,60.0,60.0,,,
Orconomics (Second Edition),5.546,6.8,86,29.99,2022.0,2.25,2.0,5.0,25.0,40.0,10.0,,
Great War at Sea: U.S. Navy Plan Red,5.546,6.63,86,,2002.0,2.55,1.0,2.0,30.0,30.0,12.0,Wargames,
Kiev '41,5.546,8.35,38,,2019.0,2.33,1.0,2.0,60.0,120.0,14.0,Wargames,
Judean Hammer,5.546,7.23,58,,2021.0,2.4,2.0,2.0,60.0,90.0,14.0,Wargames,
Sherlock Holmes & Moriarty: Associates,5.546,6.96,70,,2015.0,1.0,1.0,1.0,,,10.0,,
Dice Academy,5.546,6.21,165,,2019.0,1.0,2.0,6.0,15.0,15.0,8.0,,
Grand Imperialism,5.546,6.98,81,,1978.0,2.2,2.0,6.0,60.0,60.0,8.0,Wargames,
Mole Hill,5.546,5.99,216,,1997.0,1.72,2.0,2.0,15.0,15.0,8.0,Abstract,
Four Battles of the Ancient World,5.546,6.2,138,,1992.0,1.9,1.0,2.0,60.0,60.0,10.0,Wargames,
The African Campaign,5.546,6.59,124,,1973.0,2.38,1.0,2.0,120.0,120.0,12.0,Wargames,
HeroCard Orc Wars,5.546,6.25,150,18.13,2007.0,2.39,2.0,2.0,60.0,90.0,13.0,,
Starfire (3rd Edition),5.546,6.88,83,,1992.0,3.18,2.0,2.0,30.0,30.0,12.0,Wargames,
Bar-Lev: The 1973 Arab-Israeli War,5.546,7.28,58,,1977.0,3.5,2.0,2.0,360.0,360.0,16.0,Wargames,
Islet,5.546,7.25,68,,2023.0,1.67,1.0,4.0,20.0,40.0,8.0,,
TOP Kitchen,5.546,6.51,189,,2017.0,2.0,2.0,4.0,45.0,70.0,10.0,Family,
Magnet,5.546,6.25,141,,2008.0,2.33,2.0,2.0,30.0,30.0,8.0,Abstract,
Quest Calendar: The Voidspark Chronicles,5.546,7.5,75,,2022.0,1.0,1.0,1.0,1.0,3.0,6.0,,
DeathMaze: Heroic Adventure in the Corridors of Doom,5.546,6.05,259,,1979.0,1.74,1.0,6.0,90.0,180.0,10.0,Thematic,
Eylau 1807,5.546,7.47,63,,2007.0,2.9,2.0,2.0,240.0,240.0,,Wargames,
Escape Room in a Box: The Walking Dead,5.546,7.37,52,,2020.0,2.0,4.0,8.0,90.0,90.0,13.0,,
Game of Quotes: Verrückte Zitate,5.546,5.79,384,,2017.0,1.25,3.0,6.0,30.0,30.0,12.0,,
Tuned,5.546,6.35,139,28.8,2023.0,1.25,2.0,2.0,20.0,20.0,14.0,,
Punic Island: Campaign Commander Volume III,5.546,7.16,59,,2011.0,3.22,2.0,2.0,180.0,240.0,12.0,Wargames,
Four Suspects,5.546,6.75,80,,2016.0,2.0,2.0,5.0,30.0,45.0,10.0,,
Frischfleisch,5.546,6.13,156,,1999.0,2.55,2.0,6.0,120.0,120.0,18.0,Strategy,
Ants!,5.546,6.01,234,,2009.0,2.22,2.0,6.0,60.0,60.0,8.0,Family,
"Toulon, 1793",5.546,7.16,68,65.48,2014.0,3.5,2.0,5.0,540.0,540.0,11.0,Wargames,
Bolt Action: Band of Brothers,5.546,8.3,50,,2016.0,2.0,2.0,99.0,,,12.0,Wargames,
Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld,5.546,7.07,71,,2016.0,3.0,2.0,2.0,,,12.0,,
For What Remains: Blood on the Rails,5.546,7.97,41,,2020.0,3.5,1.0,2.0,30.0,45.0,10.0,Wargames,
Pigasus,5.546,6.37,131,,2019.0,1.0,2.0,8.0,20.0,20.0,7.0,,
Ramen Ink,5.546,6.35,124,,2020.0,1.5,2.0,5.0,15.0,20.0,8.0,,
MedFront: War in North Africa 1940-43,5.546,6.33,128,,1994.0,3.08,2.0,2.0,180.0,180.0,12.0,Wargames,
Archers of Nand,5.546,6.52,113,,2020.0,2.17,1.0,2.0,10.0,20.0,10.0,,
Tante Tarantel,5.546,6.2,137,,1991.0,1.21,3.0,5.0,30.0,30.0,10.0,Family,
Die Festung Hamburg,5.546,9.47,40,,2022.0,4.2,1.0,4.0,180.0,600.0,16.0,Wargames,
London After Midnight 2: Sherlock in Hell,5.546,6.58,96,,2016.0,1.25,2.0,6.0,10.0,15.0,9.0,,
Bunte Blätter,5.546,6.45,101,,2021.0,2.0,2.0,4.0,10.0,10.0,8.0,,
War Between The States 1861-1865 (Second Edition),5.546,7.24,66,,2004.0,3.54,2.0,2.0,360.0,360.0,12.0,Wargames,
Exceed: BlazBlue – Noel Box,5.546,8.02,44,,2021.0,2.5,2.0,2.0,15.0,20.0,12.0,,
Red Dragon / Green Crescent,5.546,7.05,65,,2012.0,2.25,1.0,2.0,180.0,180.0,14.0,Wargames,
Last Days: Zombie Apocalypse,5.546,7.67,54,,2018.0,2.0,2.0,2.0,,,,,
"Warhammer 40,000: First Strike",5.546,7.33,57,,2017.0,3.0,2.0,2.0,60.0,120.0,14.0,,
Bloxx!,5.546,6.37,110,,2018.0,1.0,2.0,4.0,15.0,15.0,6.0,,
The Game of Life: Super Mario Edition,5.546,6.58,128,26.99,2021.0,1.5,2.0,4.0,30.0,120.0,8.0,,
Kacper Ryx i Król Żebraków,5.546,7.03,77,,2016.0,2.8,2.0,5.0,30.0,120.0,14.0,,
Bushido: Risen Sun,5.546,8.63,35,,2019.0,3.67,2.0,2.0,60.0,60.0,12.0,Wargames,
VITA MORS,5.546,6.71,96,,2017.0,2.0,3.0,6.0,15.0,30.0,10.0,Party,
1895 Namibia,5.546,6.74,71,,2004.0,3.2,3.0,3.0,180.0,240.0,12.0,Strategy,
Bienvenue à bord,5.546,7.04,62,,2019.0,1.67,2.0,2.0,20.0,30.0,8.0,,
Family Fluxx,5.546,5.72,747,,2005.0,1.23,2.0,6.0,2.0,30.0,6.0,Family,
Thalara: The Last Artifacts,5.546,7.97,50,,2021.0,2.67,2.0,4.0,20.0,30.0,10.0,,
BANG!: Heroes of the Storm,5.546,6.27,167,,2014.0,1.4,4.0,7.0,45.0,45.0,10.0,,
Le Vol de l'Aigle,5.546,7.7,47,,2005.0,2.92,3.0,10.0,600.0,600.0,12.0,Wargames,
The Hardest Days,5.546,7.56,49,,2011.0,2.67,1.0,1.0,240.0,240.0,12.0,Wargames,
Duple,5.546,6.51,110,,2012.0,1.33,3.0,6.0,20.0,20.0,10.0,,
Spearhead,5.546,6.71,86,,1995.0,2.92,2.0,6.0,120.0,120.0,12.0,Wargames,
Bestiary of Sigillum: Collector's Edition,5.546,7.68,56,,2023.0,3.33,1.0,4.0,30.0,30.0,14.0,Abstract,
TaskForce: Naval Tactics and Operations in the 1980's,5.546,6.56,107,,1981.0,3.27,2.0,2.0,360.0,360.0,14.0,Wargames,
Dune Express,5.546,6.02,224,,2009.0,1.5,2.0,5.0,15.0,15.0,7.0,Family,
Battle of the Bands: Encore Edition,5.546,6.34,164,,2004.0,1.63,2.0,4.0,30.0,60.0,12.0,,
Ghosts of the Jungle: A Solitaire Wargame,5.546,7.92,49,,2022.0,1.4,1.0,1.0,15.0,40.0,16.0,Wargames,
Zona Alfa: Salvage and Survival in the Exclusion Zone,5.546,7.9,55,,2020.0,3.0,2.0,2.0,30.0,120.0,8.0,Wargames,
Burnside Takes Command,5.546,8.48,34,,2003.0,3.27,2.0,2.0,120.0,120.0,,Wargames,
Eureka,5.546,5.91,442,,1988.0,1.47,3.0,6.0,60.0,60.0,8.0,Family,
Expedition Altiplano,5.546,6.08,197,,2006.0,1.94,2.0,2.0,30.0,30.0,10.0,Strategy,Thematic
Breakthru,5.546,5.84,362,,1965.0,2.0,2.0,2.0,15.0,15.0,10.0,Abstract,
Funfair,5.546,5.89,278,,2010.0,1.43,3.0,6.0,30.0,30.0,8.0,Party,
Alpaca,5.546,6.73,77,,2023.0,1.75,2.0,4.0,30.0,30.0,10.0,,
Sleepers,5.546,7.78,45,,2012.0,0.0,2.0,2.0,30.0,30.0,8.0,Abstract,
Beer Empire,5.546,6.25,142,,2016.0,3.09,2.0,4.0,60.0,120.0,12.0,,
The Mariana Trench,5.546,6.31,137,,2021.0,1.17,1.0,2.0,10.0,20.0,8.0,,
"Winged Horse: Campaigns in Vietnam, 1965-66",5.546,7.17,64,,2006.0,3.0,2.0,2.0,120.0,480.0,,Wargames,
Taiga,5.546,6.3,119,,2010.0,1.11,2.0,6.0,15.0,15.0,5.0,,
South Mountain,5.546,6.91,69,,1984.0,2.75,2.0,2.0,360.0,360.0,12.0,Wargames,
This Game is Bonkers!,5.546,5.81,627,,1978.0,1.31,2.0,4.0,10.0,10.0,8.0,Family,
50 Clues: Keepers of Evil,5.546,6.82,81,19.99,2021.0,3.0,1.0,5.0,90.0,90.0,16.0,,
A las Barricadas!,5.546,7.11,74,,2006.0,2.69,2.0,2.0,120.0,120.0,12.0,Wargames,
Humans!!!,5.546,5.78,778,29.99,2008.0,1.96,2.0,6.0,60.0,60.0,,Thematic,
Battleground Fantasy Warfare: Undead Army,5.546,7.02,62,,2005.0,2.67,2.0,2.0,60.0,60.0,12.0,Wargames,
Guildes,5.546,6.15,147,,2017.0,1.25,2.0,6.0,20.0,35.0,10.0,,
Open Ocean,5.546,6.58,108,,2020.0,1.33,1.0,5.0,20.0,30.0,8.0,,
Colonialism: Expanded 2nd edition,5.546,7.67,41,,2019.0,3.0,2.0,4.0,90.0,90.0,12.0,,
Dice Cards,5.546,7.72,44,,,1.0,1.0,99.0,15.0,30.0,7.0,,
Overload,5.545,6.41,113,,2019.0,1.25,3.0,5.0,30.0,30.0,8.0,,
Gazala,5.545,6.62,98,,1998.0,2.76,2.0,4.0,180.0,180.0,12.0,Wargames,
Somnium: Rise of Laputa,5.545,6.7,117,,2019.0,1.0,2.0,4.0,15.0,15.0,13.0,,
Piratas! (3ª Edição),5.545,7.86,54,,2020.0,1.4,2.0,6.0,10.0,25.0,10.0,,
"""Scratch One Flat Top!""",5.545,7.45,55,,1995.0,3.11,2.0,2.0,20.0,600.0,12.0,Wargames,
Doctor Who: The Card Game,5.545,5.69,846,21.95,2012.0,1.96,2.0,4.0,20.0,60.0,13.0,Family,Thematic
Liberatores: The Conspiracy to Liberate Rome,5.545,6.26,147,,2017.0,3.0,3.0,6.0,40.0,60.0,15.0,,
Infection Express,5.545,6.2,145,,2009.0,1.7,1.0,2.0,20.0,20.0,8.0,,
Yura Yura Penguin Mini,5.545,7.02,59,,2022.0,1.0,2.0,6.0,15.0,30.0,7.0,Party,
Cartaventura: Tintagel,5.545,6.19,147,,2021.0,1.0,1.0,6.0,45.0,45.0,10.0,,
Against All Odds,5.545,7.33,60,,2003.0,4.11,2.0,2.0,180.0,180.0,12.0,Wargames,
Iéna 1806,5.545,7.31,59,,2006.0,2.79,2.0,2.0,120.0,120.0,12.0,Wargames,
Duel for Kharkov,5.545,7.1,65,,1985.0,3.29,2.0,2.0,180.0,180.0,12.0,Wargames,
"Musket & Pike: Tactical Combat, 1550-1680",5.545,6.67,87,,1973.0,2.15,2.0,2.0,120.0,120.0,12.0,Wargames,
Birth of a Legend: Lee and the Seven Days,5.545,6.85,79,,2011.0,2.93,2.0,2.0,180.0,180.0,,Wargames,
MechWar '77: Tactical Armored Combat in the 1970's,5.545,6.26,174,,1975.0,3.26,2.0,2.0,270.0,270.0,12.0,Wargames,
Star Wars Labyrinth,5.545,6.07,184,,2012.0,1.13,2.0,4.0,30.0,30.0,7.0,,
KerFlip!,5.545,6.4,110,,2012.0,1.2,2.0,4.0,15.0,15.0,8.0,,
Titans of Industry,5.545,6.5,98,24.99,2013.0,2.73,3.0,6.0,60.0,120.0,13.0,,
Flagship: Prometheus Unchained,5.545,6.03,184,,2002.0,2.08,2.0,4.0,180.0,180.0,10.0,Wargames,
España 20: Volume 1,5.545,7.6,47,,2014.0,2.25,1.0,2.0,60.0,60.0,13.0,Wargames,
Go Slow!,5.545,6.96,61,,2020.0,1.0,2.0,4.0,15.0,20.0,4.0,,
Constantinople,5.545,7.62,51,,2019.0,3.14,1.0,1.0,,,,Wargames,
My First Stone Age: The Card Game,5.545,6.23,151,,2017.0,1.0,2.0,4.0,15.0,30.0,4.0,Children's,
Haithabu,5.545,6.11,201,72.45,2015.0,3.54,2.0,4.0,90.0,90.0,12.0,,
No Trumpets No Drums: The Vietnam War 1965-1975,5.545,6.61,95,,1982.0,3.15,2.0,2.0,240.0,240.0,12.0,Wargames,
Influentia,5.545,6.44,92,23.12,2020.0,2.0,3.0,4.0,45.0,45.0,10.0,,
"1,2,3! Now you see me...",5.545,6.07,258,,2013.0,1.31,2.0,8.0,15.0,15.0,6.0,Children's,
Symphony,5.545,6.78,87,,2018.0,3.5,2.0,6.0,30.0,45.0,12.0,,
Disney: Mickey and the Beanstalk,5.545,6.62,112,,2021.0,1.0,2.0,4.0,30.0,30.0,4.0,,
Marvel Dice Masters: X-Men Forever Campaign Box,5.545,7.52,49,,2019.0,0.0,2.0,2.0,30.0,30.0,14.0,,
Featherlight,5.545,6.71,88,12.99,2022.0,2.0,1.0,4.0,15.0,30.0,8.0,,
Card Rails,5.545,6.57,90,,2021.0,2.0,3.0,5.0,20.0,45.0,8.0,,
Breaking the Chains: War in the South China Sea,5.545,6.61,90,274.74,2014.0,3.08,1.0,10.0,120.0,1200.0,,Wargames,
Wilderness Empires,5.545,6.97,80,,2015.0,2.0,1.0,4.0,90.0,90.0,8.0,Wargames,
Shadows Upon Lassadar,5.545,6.59,99,,2011.0,2.25,1.0,1.0,30.0,30.0,10.0,,
Zefiria,5.545,6.56,112,,2022.0,2.0,1.0,4.0,30.0,30.0,8.0,Family,
Veto! Szlachecka Gra Karciana 2 edycja (2ed),5.545,6.65,90,,2007.0,2.71,2.0,2.0,30.0,30.0,10.0,Customizable,
Guerra De Mitos II,5.545,7.68,72,,2013.0,2.2,2.0,6.0,20.0,20.0,10.0,Customizable,
World Exchangers,5.545,6.77,82,,2022.0,2.0,2.0,4.0,20.0,40.0,8.0,,
Flutter,5.545,6.64,102,,1950.0,1.67,2.0,10.0,60.0,60.0,8.0,,
Processing: A Game of Serving Humanity,5.545,6.95,77,,2019.0,2.0,3.0,6.0,30.0,30.0,13.0,,
Over There,5.545,7.51,53,,2000.0,4.38,2.0,4.0,720.0,720.0,12.0,Wargames,
Atak Zombie,5.545,6.09,259,,2014.0,2.71,2.0,4.0,60.0,60.0,12.0,,
Berserkers,5.545,8.62,36,,2023.0,2.0,1.0,1.0,30.0,60.0,14.0,,
Black Hole Rainbows,5.545,7.42,74,,2022.0,1.0,2.0,6.0,20.0,40.0,8.0,,
SPECTRE: The Board Game,5.545,6.51,115,17.5,2022.0,2.6,2.0,4.0,20.0,45.0,14.0,,
Trepanation,5.545,6.96,69,,2023.0,2.0,2.0,5.0,45.0,75.0,12.0,,
TTMC 2: Tu Te Re-Mets Combien?,5.545,7.19,54,,2022.0,1.0,2.0,10.0,20.0,40.0,14.0,,
Napoleon at the Berezina,5.545,6.72,85,,2003.0,3.18,1.0,2.0,300.0,300.0,12.0,Wargames,
Pharaoh Code,5.545,6.03,261,,2011.0,1.4,2.0,5.0,20.0,20.0,10.0,,
Donburiko,5.545,6.29,119,,2013.0,1.38,2.0,4.0,15.0,15.0,7.0,,
Oosterbeek Perimeter,5.545,8.27,40,,2006.0,3.25,2.0,2.0,300.0,300.0,12.0,Wargames,
Sherlock Junior: Suriguri,5.545,6.55,92,,2019.0,1.0,2.0,8.0,60.0,60.0,8.0,,
Storm Over Taierzhuang,5.545,6.65,96,,2007.0,2.84,1.0,2.0,120.0,120.0,12.0,Wargames,
Ucho Króla,5.545,6.13,184,,2014.0,2.14,2.0,6.0,30.0,45.0,10.0,Party,
Crash Test Bunnies,5.545,6.39,110,,2019.0,1.0,2.0,4.0,20.0,20.0,8.0,,
Ricochons: Quand Satan brouille l'écoute,5.545,8.31,34,,2021.0,1.0,1.0,99.0,10.0,20.0,18.0,,
Start Frei,5.545,6.89,64,,2014.0,1.75,2.0,4.0,30.0,30.0,10.0,,
Savage Bowl: Trick Taking Game,5.545,7.76,42,,2023.0,1.0,4.0,5.0,30.0,30.0,10.0,,
Wadi,5.545,6.18,159,,2007.0,2.32,2.0,4.0,30.0,30.0,10.0,,
Charty Party,5.545,5.98,268,,2019.0,1.11,3.0,8.0,30.0,90.0,17.0,,
Beyond Waterloo,5.545,7.29,51,,2012.0,3.3,2.0,2.0,960.0,960.0,,Wargames,
Guam: Return to Glory,5.545,7.94,48,,2017.0,3.67,1.0,4.0,120.0,2100.0,,Wargames,
Expedition Sumatra,5.545,6.18,144,,2010.0,2.43,2.0,4.0,45.0,45.0,8.0,,
Kaleidos Junior,5.545,6.77,81,,1997.0,0.0,2.0,99.0,30.0,30.0,5.0,Children's,
Farfalia,5.545,6.05,180,,2004.0,1.48,2.0,5.0,35.0,35.0,8.0,,
Nyctophobia: Vampire Encounter,5.545,5.91,298,,2018.0,1.67,3.0,5.0,30.0,45.0,9.0,,
Mago Magino,5.545,6.1,186,,2004.0,1.15,2.0,5.0,30.0,30.0,5.0,Children's,
Time Capsules,5.545,6.85,80,,2022.0,2.71,1.0,4.0,60.0,90.0,12.0,,
Shipwrights of the North Sea: Redux,5.545,7.8,40,,2024.0,2.33,1.0,5.0,60.0,80.0,13.0,,
Battleground Fantasy Warfare: Lizardmen,5.545,7.35,51,,2007.0,2.5,2.0,2.0,60.0,60.0,12.0,Wargames,
Mars Needs Mechanics,5.545,5.78,389,,2013.0,1.94,2.0,4.0,45.0,45.0,10.0,Strategy,
Diam,5.545,6.17,146,,2003.0,2.08,2.0,4.0,10.0,10.0,8.0,Abstract,
Coerceo,5.545,6.62,86,,2011.0,3.33,2.0,2.0,45.0,45.0,9.0,Abstract,
Dawn: Rise of the Occulites,5.545,7.15,70,,2014.0,2.71,2.0,4.0,60.0,60.0,10.0,,
Quackshot,5.545,6.69,87,,1995.0,1.08,2.0,4.0,10.0,10.0,6.0,Children's,
Get Rich Quick,5.545,6.47,95,,2016.0,2.0,3.0,5.0,30.0,40.0,8.0,,
Fluxx Remixx,5.545,7.11,62,18.1,2022.0,2.0,2.0,6.0,5.0,30.0,8.0,,
Tomorrow,5.545,7.49,52,,2023.0,1.67,2.0,2.0,20.0,30.0,10.0,,
Clocktowers,5.545,5.72,563,,2004.0,1.38,2.0,4.0,20.0,20.0,8.0,Family,
Paul Koenig's The Bulge: 6th Panzer Army,5.545,7.04,59,,2013.0,2.43,2.0,2.0,120.0,180.0,13.0,Wargames,
Velikye Luki,5.545,7.45,51,,2000.0,3.0,1.0,2.0,180.0,180.0,,Wargames,
Chessplus: Combine & Conquer,5.545,7.33,53,,2019.0,2.67,2.0,2.0,2.0,45.0,6.0,Abstract,
Modern Land Battles: Target Acquired,5.545,7.05,69,,2015.0,2.25,2.0,6.0,60.0,60.0,10.0,Wargames,
Flying Carpet,5.545,5.82,365,,1987.0,1.53,3.0,6.0,20.0,20.0,12.0,Family,
Rick and Morty: The Rickshank Rickdemption Deck-Building Game,5.545,6.41,132,,2018.0,1.5,2.0,5.0,45.0,90.0,17.0,,
After the Holocaust: The Nuclear Devastation of America – Recovery and Reunification,5.545,6.06,173,,1977.0,4.03,3.0,5.0,180.0,180.0,12.0,Strategy,Wargames
Station Master,5.545,6.75,86,,2020.0,1.5,2.0,6.0,30.0,50.0,8.0,,
Monster Derby,5.545,6.19,141,,1994.0,2.29,2.0,8.0,20.0,45.0,10.0,,
JunKing,5.545,6.22,158,,2015.0,1.43,2.0,6.0,30.0,60.0,7.0,,
Republic of Virtue,5.545,7.19,60,,2021.0,2.0,2.0,2.0,15.0,30.0,,,
Justinian,5.545,7.01,69,,1999.0,2.57,2.0,2.0,240.0,240.0,12.0,Wargames,
"Detective Stories: Demo ""Gattardo""",5.545,6.68,87,,2019.0,2.0,1.0,5.0,30.0,45.0,13.0,,
Hunters of Arcfall,5.545,6.08,186,,2014.0,1.43,2.0,6.0,30.0,30.0,8.0,Family,Thematic
Flapjack Flipout,5.545,7.44,47,,2020.0,1.0,2.0,6.0,15.0,30.0,8.0,,
Tony & Tino,5.545,5.87,265,,2002.0,1.7,2.0,2.0,30.0,30.0,10.0,Family,
The Legend of Zelda: Clockwork Realm,5.545,8.42,57,,2018.0,3.13,2.0,4.0,45.0,180.0,12.0,,
Rice Dice,5.545,6.02,189,,2018.0,2.0,1.0,5.0,30.0,45.0,10.0,,
Fruit Picking,5.545,5.85,387,,2020.0,1.33,1.0,4.0,15.0,30.0,8.0,,
Perfect Shot,5.545,6.57,101,,2022.0,1.33,2.0,4.0,20.0,30.0,8.0,,
It's a Bomb!,5.545,7.18,74,,2022.0,1.33,2.0,5.0,20.0,40.0,10.0,,
Olympica,5.545,6.32,118,,1978.0,2.22,2.0,2.0,45.0,45.0,12.0,Wargames,
Black Hole Council,5.545,6.4,109,,2018.0,1.75,4.0,8.0,60.0,60.0,14.0,,
Jungle Speed Limited Bertone Edition,5.545,6.95,71,,2019.0,0.0,2.0,10.0,15.0,15.0,7.0,,
Terra,5.545,5.73,516,37.99,2003.0,1.66,3.0,6.0,30.0,30.0,8.0,Family,
A Raging Storm,5.545,6.79,76,,1997.0,3.58,2.0,2.0,60.0,60.0,12.0,Wargames,
Making Manhattan,5.545,7.15,65,,2021.0,1.67,1.0,2.0,20.0,20.0,8.0,,
Trajan: Ancient Wars Series,5.545,7.71,43,,2004.0,3.67,1.0,2.0,240.0,240.0,12.0,Wargames,
Tavern Tales: Legends of Dungeon Drop,5.545,6.78,80,15.0,2021.0,1.33,2.0,5.0,20.0,30.0,8.0,,
Super Goal!,5.545,6.32,130,,2017.0,1.4,2.0,2.0,10.0,15.0,6.0,,
Nimble,5.545,5.86,305,,2018.0,1.0,2.0,4.0,1.0,5.0,6.0,,
Top 5 Rummy,5.545,6.75,70,,2013.0,1.8,2.0,4.0,20.0,40.0,8.0,,
SeaSim,5.545,5.98,201,,2004.0,2.19,2.0,2.0,30.0,30.0,10.0,,
"Storm Over Madrid 1936: ""Miracle of November""",5.545,7.19,63,,2020.0,2.86,2.0,2.0,60.0,240.0,,Wargames,
Dinosaur Gauge,5.545,7.51,45,,2022.0,3.0,3.0,5.0,60.0,90.0,,,
Soldiers of the Queen: Battles at Isandhlwana and Omdurman,5.545,6.54,107,,1984.0,2.92,2.0,2.0,240.0,240.0,12.0,Wargames,
SecuenzooS,5.545,6.65,83,,2013.0,1.6,2.0,5.0,30.0,30.0,8.0,Family,
Batman: The Animated Series – Rogues Gallery,5.545,6.63,93,,2019.0,1.25,3.0,5.0,30.0,45.0,12.0,,
Deadlands: The Great Rail Wars,5.545,6.82,78,,1997.0,3.0,2.0,6.0,120.0,120.0,10.0,,
Munchkin Disney,5.545,6.52,127,,2020.0,2.0,3.0,6.0,40.0,60.0,10.0,,
Tales & Games: Little Red Riding Hood,5.545,5.83,411,,2015.0,1.2,1.0,5.0,20.0,20.0,7.0,Children's,
Red Steel: Clash Of Armor At Kishinev,5.545,6.7,81,,1996.0,2.83,2.0,2.0,120.0,120.0,14.0,Wargames,
Guns of the Askari,5.545,7.29,58,,2012.0,2.7,2.0,3.0,360.0,360.0,12.0,Wargames,
Patton's First Victory: Tunisia,5.545,7.05,61,,2010.0,1.91,1.0,2.0,120.0,120.0,12.0,Wargames,
Loch Ness,5.545,5.94,261,,2010.0,1.17,2.0,5.0,20.0,20.0,4.0,Children's,
Playboss,5.544,6.28,129,,1969.0,2.53,3.0,9.0,180.0,180.0,16.0,Strategy,
Aztec,5.544,6.36,119,,2020.0,1.0,3.0,6.0,25.0,30.0,10.0,,
Victory in Vietnam,5.544,7.36,50,,1999.0,3.13,2.0,2.0,180.0,180.0,12.0,Wargames,
Formula D,5.544,7.17,58,,1996.0,2.0,1.0,10.0,90.0,90.0,9.0,,
Christmas Lights: A Card Game,5.544,5.98,224,,2018.0,1.5,2.0,6.0,10.0,30.0,6.0,,
Cthulhu: Death May Die – Fear of the Unknown,5.544,8.97,30,,2023.0,3.0,1.0,5.0,90.0,90.0,14.0,,
Cultistorm,5.544,6.62,116,,2019.0,2.92,2.0,5.0,90.0,120.0,13.0,,
Insert Coin to play,5.544,6.78,102,14.99,2021.0,1.0,2.0,6.0,15.0,20.0,8.0,Family,
Curli Kuller,5.544,6.54,89,,2008.0,1.0,2.0,4.0,20.0,20.0,5.0,Children's,
Off Your Rocker,5.544,6.19,153,,2012.0,1.14,4.0,12.0,45.0,45.0,12.0,Party,
Paper 'Mech,5.544,7.61,57,,2016.0,2.67,1.0,1.0,20.0,40.0,12.0,Wargames,
World War Zed: USA,5.544,7.42,47,,2019.0,2.0,1.0,1.0,30.0,120.0,,Wargames,
Pepinillo,5.544,7.05,72,,2021.0,1.0,2.0,30.0,15.0,15.0,8.0,,
Bilder,5.544,6.76,88,,2018.0,2.0,2.0,12.0,15.0,60.0,8.0,,
NUTS! Second Edition: Europe 1944,5.544,7.53,47,,2009.0,2.67,1.0,1.0,30.0,30.0,10.0,Wargames,
Hafid's Grand Bazaar,5.544,6.76,84,,2017.0,2.0,2.0,6.0,30.0,90.0,12.0,,
Yum Yum Island,5.544,6.35,112,,2019.0,1.0,2.0,5.0,20.0,20.0,6.0,Children's,
Mississippi Fortress,5.544,6.64,85,,1990.0,2.58,2.0,2.0,180.0,180.0,,Wargames,
Kampen om Norge,5.544,7.41,63,,2012.0,2.5,2.0,3.0,180.0,180.0,12.0,Wargames,
La Garde Avance!,5.544,7.85,46,,2022.0,2.6,2.0,2.0,60.0,90.0,,Wargames,
Flying Lead,5.544,7.4,48,,2010.0,2.67,2.0,2.0,60.0,60.0,10.0,Wargames,
Können Schweine fliegen?,5.544,6.39,109,,2004.0,1.11,2.0,4.0,15.0,15.0,5.0,,
Everything Lost,5.544,8.23,38,,2020.0,2.33,1.0,1.0,45.0,90.0,14.0,,
La Loire,5.544,6.16,138,,2012.0,3.0,1.0,4.0,90.0,120.0,10.0,Strategy,
